"instance_id","client_name","site_name","region_name","client_region_name","site_region_name","month_date","total_lifetimes","total_user_days_online_this_month","total_users_online_this_month","avg_daily_engagement_score","total_lifetime_days","li_attempts","mission_step_completions","rewards_claimed","rank_completions","sale_submissions","user_referrals","badge_completions","banner_clicks","poll_completions","survey_completions","certification_completions","achievement_completions","community_comments","community_replies","community_likes","snippets_created","snippets_viewed","engagement_score"
"D272F174BA89967A5DB7BF5F5FE9FB55","SimpliSafe","SimpliSafe",,"SimpliSafe","SimpliSafe","2023-11-01","90","0","0",,"90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-08-01","6785","92","44","0.8846153846153845","236298","0","0","0","0","0","0","0","84","5","0","0","0","0","0","0","0","0","89"
"4A3AF66CCD51EE20D70C311588431B0B","tonies®","tonies®",,"tonies®","tonies®","2025-08-01","407","64","30","5.640579710144927","1843","158","16","0","14","0","0","0","124","1","0","0","23","0","0","0","0","24","360"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2024-02-01","11944","318","215","2.3657657235388325","156620","401","0","0","34","0","0","0","472","27","0","0","0","0","0","0","0","0","934"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2024-02-01","783464","48468","9730","2.6974582686015696","40041109","80234","0","1673","5189","8003","162","5955","7837","1124","0","0","28","4073","658","17719","0","25","132680"
"D272F174BA89967A5DB7BF5F5FE9FB55","SimpliSafe","SimpliSafe",,"SimpliSafe","SimpliSafe","2024-05-01","1833","110","96","0.8780332056194126","10418","152","0","8","0","0","0","0","2","0","0","0","72","0","0","0","0","0","234"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-06-01","10499","133","75","1.681937602627258","221112","113","0","0","8","0","0","0","152","8","0","0","0","0","0","0","0","0","281"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2024-09-01","485503","38799","7218","2.706271609255182","44699047","73938","0","163","3609","6257","384","5825","6605","108","0","0","116","1898","328","9326","3","578","109138"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-09-01","2866","63","33","1.6041666666666665","187496","59","0","0","7","0","0","0","40","2","0","0","0","0","0","0","0","0","108"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2022-10-01","310741","41904","6437","4.497066569634421","2183627","129184","0","3248","1172","22758","882","12436","10432","1879","0","0","837","344","242","2968","0","0","186382"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2023-12-01","556595","51900","8556","3.02919210851113","38543275","74014","0","1705","3986","19265","296","8580","8846","262","0","0","326","8877","2179","28749","0","325","157410"
"4A3AF66CCD51EE20D70C311588431B0B","tonies®","tonies®",,"tonies®","tonies®","2025-10-01","16569","137","76","4.07568783068783","67477","346","0","0","0","0","0","0","50","0","0","0","161","0","0","0","0","40","597"
"D272F174BA89967A5DB7BF5F5FE9FB55","SimpliSafe","SimpliSafe",,"SimpliSafe","SimpliSafe","2025-04-01","668","75","6","0.01111111111111111","55869","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2024-04-01","753612","45615","9155","2.5590118524530485","44426461","75827","0","1324","4956","6589","152","6311","6154","1252","0","0","78","2736","417","14392","0","56","120244"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-01-01","3454","51","24","0.9533333333333335","128207","36","0","0","7","0","0","0","17","3","0","0","0","0","0","0","0","0","63"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-07-01","10476","65","37","1.4658730158730158","253164","0","0","0","0","0","0","0","65","4","0","0","0","0","0","0","0","0","69"
"D272F174BA89967A5DB7BF5F5FE9FB55","SimpliSafe","SimpliSafe",,"SimpliSafe","SimpliSafe","2025-05-01","538","82","6","0.01075268817204301","61431","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2023-07-01","265172","44358","7613","2.971660918917148","29433638","73164","0","2407","3655","15104","347","11990","7153","2017","0","0","83","2878","1009","12078","1","366","132252"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2023-02-01","254201","37603","5435","3.187780366687824","18509265","80195","139","2435","656","16511","497","6978","6555","1940","0","0","288","271","141","2070","0","6","118682"
"D272F174BA89967A5DB7BF5F5FE9FB55","SimpliSafe","SimpliSafe",,"SimpliSafe","SimpliSafe","2024-03-01","217","13","3","0.7083333333333334","6204","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2024-07-01","4916","56","40","1.73489010989011","172160","46","0","0","3","0","0","0","42","3","0","0","0","0","0","0","0","0","94"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2024-12-01","2199","36","21","0.8596491228070177","82133","15","0","0","1","0","0","0","19","3","0","0","0","0","0","0","0","0","38"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2024-11-01","435868","36306","6754","2.4808933054399716","44866621","60886","0","256","3228","5251","88","3842","5216","43","0","0","137","2091","382","9160","1","960","91541"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2025-07-01","319459","32375","5888","2.865187213943181","44380876","78026","0","18","2818","800","54","4301","4743","37","0","0","10","2240","19","3047","0","195","96308"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2022-12-01","3876","101","45","0.9238977072310404","108905","66","0","2","9","0","0","0","43","6","0","0","0","0","0","0","0","0","126"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2025-06-01","262470","28504","5840","2.497024922732736","43492042","59123","0","11","2984","816","31","3725","4083","45","0","0","3","1350","36","2394","0","48","74649"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2023-01-01","301573","41019","6026","3.6135094321207304","16955789","98808","0","2419","957","22549","760","9065","7846","321","0","0","363","311","205","3065","0","0","146669"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2024-08-01","4787","77","60","1.8163030303030305","177985","53","0","0","5","0","0","0","52","8","0","0","0","0","0","0","0","0","118"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2025-08-01","360869","30047","5147","2.9874111589491656","44446298","77169","0","1","1729","444","78","3880","5943","51","0","0","0","1663","21","2425","4","159","93567"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2022-12-01","333139","42326","5720","3.6839358989058586","12354091","109844","0","1922","610","24274","439","7840","6321","980","0","0","443","384","216","2561","0","0","155834"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2024-01-01","12811","298","200","3.1971103333430526","199274","446","0","0","37","0","0","0","471","32","0","0","0","0","0","0","0","0","986"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2025-07-01","3103","86","59","1.0646739130434781","101638","88","0","0","7","0","0","0","25","2","0","0","0","0","0","0","0","0","122"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2025-01-01","1797","44","26","1.6145833333333333","89736","41","0","0","4","0","0","0","6","1","0","0","0","0","0","0","0","0","52"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-11-01","9811","216","129","2.347543538333012","207798","307","0","0","25","0","0","0","170","16","0","0","0","0","0","0","0","0","518"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-05-01","7539","439","262","2.313800662897407","169416","622","0","0","41","0","0","0","419","32","0","0","0","0","0","0","0","0","1114"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2023-03-01","2025","87","39","1.2605902777777778","129362","112","0","0","12","0","0","0","66","4","0","0","0","0","0","0","0","0","194"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2024-09-01","3676","66","38","1.557142857142857","142643","59","0","0","4","0","0","0","47","3","0","0","0","0","0","0","0","0","113"
"BDE15B59662F7DF224C43D9C7D8EDE22","Motorola","motorola insiders","LA","Motorola LA","motorola insiders LA","2025-04-01","331474","27912","3782","2.4602952304046224","45734095","54334","0","35","826","1513","85","3617","4281","48","0","0","15","1735","80","4412","0","11","70992"
"305797A146FC6A5C52A57C4EE683AB9C","Hitfar","Hitfar University",,"Hitfar","Hitfar University","2024-10-01","3409","34","27","2.8287037037037037","131969","55","0","0","5","0","0","0","13","4","0","0","0","0","0","0","0","0","77"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2024-04-01","33746","2284","519","9.582081831732745","4143689","564","0","136","93","0","13","151","471","0","0","0","12","1150","445","18524","0","134","21693"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2022-10-01","56588","3741","848","5.723746882602769","256951","2265","0","409","207","0","120","815","1490","73","0","0","141","1004","975","13865","0","0","21364"
"8A671E6E548AC0AFAFFDB90E06B02CC3","Halight Conduit","Halight Conduit",,"Halight Conduit","Halight Conduit","2025-10-01","140","8","2","0.625","975","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2024-03-01","36551","2528","520","10.286393797692575","4454172","542","0","168","93","0","33","162","560","0","0","0","27","1369","487","22192","0","207","25840"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2025-10-01","26896","3997","598","6.987311747158121","5036174","1794","340","561","58","0","114","429","224","0","0","0","120","1689","562","21782","0","119","27792"
"8A671E6E548AC0AFAFFDB90E06B02CC3","Halight Conduit","Halight Conduit",,"Halight Conduit","Halight Conduit","2025-08-01","31","1","1","0.0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2025-01-01","73724","5859","1643","7.9311192547804215","4479371","7620","0","3403","562","0","87","1649","1055","0","0","0","3457","1624","797","25093","0","367","45714"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2023-10-01","190667","5343","1326","7.139120500521144","5188776","2268","0","644","436","0","193","851","1599","0","0","0","72","1829","1254","27136","0","971","37253"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2025-07-01","27967","3648","459","7.351023446272026","4644128","1164","0","283","67","0","41","147","378","0","0","0","305","1393","506","22028","0","119","26431"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2024-02-01","37512","2598","524","9.864969598181293","4360594","539","0","121","103","0","23","143","475","0","0","0","6","1413","528","22039","0","149","25539"
"B5C2C72DBDC6E243A67D5F766ECBE4F9","Epson","EpsonEdge",,"Epson","EpsonEdge","2023-02-01","60152","4463","1077","7.8625791564487075","2416589","4956","2014","499","337","0","170","922","1411","104","0","0","123","920","1082","20929","0","1471","34938"
"3E752476A44A50560CA4F982F6FF9975","College Athlete Payment System","College Athlete Payment System Learning Hub",,"College Athlete Payment System","College Athlete Payment System Learning Hub","2025-04-01","139","15","9","0.32999999999999996","255","2","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","7"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2025-09-01","164772","2067","1929","0.7581705647534664","370472","0","0","0","1457","0","0","0","117","0","0","0","0","0","0","0","0","0","1574"
"3E752476A44A50560CA4F982F6FF9975","College Athlete Payment System","College Athlete Payment System Learning Hub",,"College Athlete Payment System","College Athlete Payment System Learning Hub","2025-08-01","24177","1186","430","0.3391182804015588","669150","387","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","390"
"A17B5D1C84AC7093025B72EB2653DA56","Lenovo","Lenovo Training Portal",,"Lenovo","Lenovo Training Portal","2025-08-01","25301","566","268","2.908107597092082","389513","1620","0","0","0","0","85","0","180","12","0","0","0","0","0","0","0","0","1897"
"A17B5D1C84AC7093025B72EB2653DA56","Lenovo","Lenovo Training Portal",,"Lenovo","Lenovo Training Portal","2025-04-01","7961","189","105","1.78477731690967","223672","319","0","0","0","0","28","0","18","9","0","0","0","0","0","0","0","0","374"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2023-05-01","293","23","8","0.3137254901960785","7632","1","0","0","3","0","0","3","1","0","0","0","0","0","0","0","0","0","8"
"A17B5D1C84AC7093025B72EB2653DA56","Lenovo","Lenovo Training Portal",,"Lenovo","Lenovo Training Portal","2024-07-01","1991","143","43","0.9233486943164363","28908","66","0","0","0","0","14","0","64","9","0","0","0","0","0","0","0","0","153"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2023-04-01","246","15","6","0.2916666666666667","5329","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","4"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2023-11-01","1151","21","12","0.823076923076923","28770","10","0","0","4","0","0","0","5","0","0","0","0","0","0","0","0","0","19"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2024-10-01","485717","7379","6700","0.8537426669037833","1107044","0","0","0","6315","0","0","0","3","0","0","0","0","0","0","0","0","0","6318"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2025-10-01","178076","2189","2035","0.7703164979615482","424268","0","0","0","1584","0","0","0","103","0","0","0","0","0","0","0","0","0","1687"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2024-08-01","203277","5491","5058","0.881338860377729","352646","10","0","0","4834","0","0","1","4","0","0","0","0","0","0","0","0","0","4849"
"D96CC462538BECCBB309D4AE5DBE2A73","Motorola","motorola insiders","APAC","Motorola APAC","motorola insiders APAC","2025-06-01","99230","2238","2058","0.9086800209481277","294146","4","0","0","1908","0","0","1","121","0","0","0","0","0","0","0","0","0","2034"
"A17B5D1C84AC7093025B72EB2653DA56","Lenovo","Lenovo Training Portal",,"Lenovo","Lenovo Training Portal","2025-02-01","7590","177","108","4.202274063385174","192892","640","0","0","0","0","31","0","39","5","0","0","0","0","0","0","0","0","715"
"A17B5D1C84AC7093025B72EB2653DA56","Lenovo","Lenovo Training Portal",,"Lenovo","Lenovo Training Portal","2024-06-01","1339","41","17","1.5366666666666666","16044","3","0","0","0","0","1","0","59","0","0","0","0","0","0","0","0","0","63"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-06-01","34516","2786","630","3.2153463817978554","4325435","6630","1046","2","180","0","24","542","469","116","1","0","0","236","81","692","0","77","10096"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-08-01","44513","2462","957","2.7824133328016454","2036548","2497","518","0","30","0","221","647","716","234","14","0","0","204","113","1632","0","507","7333"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-01-01","9638","545","150","3.8518131852550956","426651","503","255","13","41","0","0","174","162","47","19","0","1","88","44","195","3","440","1985"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2023-05-01","23","1","1","0.0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-02-01","10735","1112","390","3.434516029943314","469887","707","506","7","37","0","1","462","527","147","65","0","1","170","97","190","5","1076","3998"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-10-01","72083","3170","1303","2.6623458050071807","4724194","5438","1510","3","183","0","24","1012","355","97","29","0","3","76","66","274","0","135","9205"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-07-01","33620","2578","691","3.0596448853360894","4453668","5275","954","2","158","0","18","557","359","104","0","0","0","126","17","430","0","181","8181"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-04-01","35856","3347","677","3.6788615217094005","4228720","3858","1306","0","1030","0","31","603","1125","216","4","0","0","858","187","2597","0","319","12134"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2023-07-01","143","5","4","4.0","176","1","3","3","0","0","0","1","10","0","0","0","0","0","0","0","0","2","20"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-08-01","40089","2668","865","2.8369870161754522","4508649","5110","924","1","153","5","11","651","343","102","0","0","1","81","22","184","0","391","7979"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2023-08-01","259","32","9","2.0634920634920637","2046","9","6","0","1","0","0","4","14","0","0","0","0","2","0","1","0","29","66"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-09-01","52033","3286","879","3.2449160047624073","2455270","4707","2118","0","46","0","102","1467","920","165","6","0","0","276","128","1752","0","396","12083"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-03-01","19115","2084","554","3.3377758341913224","695950","1497","688","4","135","1","42","788","801","141","77","0","3","302","211","1592","1","868","7151"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-04-01","23701","1629","484","3.379469054990497","946511","839","424","5","62","0","15","395","511","73","35","0","5","230","186","2353","0","535","5668"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-09-01","50236","2952","1171","2.30667950236232","4448254","4106","974","0","146","11","17","881","258","87","0","0","0","75","20","295","0","197","7067"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-10-01","55514","3740","1047","3.97413932672867","2961531","7591","2013","1","33","0","78","984","801","274","11","0","1","505","172","3056","0","345","15865"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-07-01","34951","1971","694","3.141580891994536","1754413","1165","215","1","35","0","258","227","629","76","30","0","1","140","208","2764","1","449","6199"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-03-01","34990","4035","682","4.383894689664419","4165653","5919","1251","0","24","0","51","742","806","164","4","0","0","1911","623","5997","0","340","17832"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2023-11-01","11403","633","167","3.989321185756555","229283","571","523","27","20","0","0","343","168","47","25","0","3","146","125","448","1","344","2791"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2023-10-01","9811","676","168","4.801447959087659","121082","869","225","13","59","0","0","551","389","71","19","0","5","72","113","336","0","531","3253"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-02-01","29189","3828","674","4.467145534531026","3520303","5937","2249","0","20","0","15","572","773","205","4","0","0","1310","545","5171","0","290","17091"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2023-12-01","11231","633","171","3.7406023155234225","350715","670","280","14","18","0","0","247","204","46","13","0","5","129","105","369","3","462","2565"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-06-01","29023","1904","668","2.7953677849799714","1488800","1210","175","4","39","0","213","377","620","70","28","0","4","157","89","1680","0","518","5184"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-12-01","45585","3072","570","5.2409978298771716","3515244","7028","1994","13","12","0","9","1268","994","218","2","0","13","839","326","3720","0","289","16725"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-05-01","27191","1400","429","2.7564098157587726","1237602","710","212","2","29","0","45","377","572","48","32","0","3","183","82","1106","5","558","3964"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2024-11-01","52210","2977","686","4.118945885280666","3276066","6339","1602","0","10","0","37","1253","708","227","3","0","0","230","101","1888","0","349","12747"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-05-01","35469","3066","663","3.152197430137199","4312224","4304","837","3","367","0","7","677","492","66","1","0","0","759","136","1663","0","145","9457"
"55DE7317D2B970393B2973EAD42E71FD","Learn Chromebook","Learn Chromebook",,"Learn Chromebook","Learn Chromebook","2025-01-01","37713","4136","742","4.860029260277432","3714907","8861","2776","30","35","0","54","1298","873","299","7","0","3","1176","640","5150","1","414","21617"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-10-01","12450","1785","294","4.969543789712952","1246640","2208","247","107","1","0","0","38","134","18","0","0","0","175","175","5624","0","24","8751"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-09-01","12619","1405","258","3.51231453412849","976020","1512","89","47","6","0","0","21","94","13","0","0","8","62","101","2963","0","2","4918"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-07-01","875","0","0",,"13066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-03-01","5","1","1","0.0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-06-01","1003","11","8","2.0833333333333335","10635","18","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","29"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-02-01","3342","592","144","1.1491045707488345","89247","659","27","6","4","0","2","4","108","16","0","0","0","11","1","3","6","20","867"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-07-01","9192","1524","353","3.229519651157061","598065","3362","202","62","8","0","0","41","109","7","0","0","0","88","37","1877","0","18","5811"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-03-01","5177","740","140","1.5020840356324792","189719","800","85","25","11","0","4","21","152","38","0","1","0","31","0","20","0","36","1224"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-04-01","5259","449","114","1.1859753083174134","292113","343","36","17","3","0","1","15","78","18","0","0","0","3","0","12","0","14","540"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-09-01","73","0","0",,"5604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-04-01","359","53","24","1.7583333333333335","1233","43","23","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","70"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-06-01","4916","279","95","0.712411040258239","468417","243","0","5","0","0","0","6","32","0","0","0","0","0","0","3","0","2","291"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-05-01","5202","359","95","1.0794346216884416","391695","136","84","39","2","0","0","9","109","18","5","0","0","18","0","14","0","6","440"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-08-01","301","1","1","0.0","8926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-10-01","58","1","1","0.0","4181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2025-01-01","1883","40","13","1.7644927536231882","43255","62","17","1","2","6","0","3","17","3","1","0","0","3","0","0","0","0","115"
"84302709E34ABA58EB6E10A8413E83CE","Nacon","Nacon Academy",,"Nacon","Nacon Academy","2024-10-01","285","25","12","1.0303030303030303","1040","2","3","1","0","0","0","0","16","0","2","0","0","0","0","0","0","0","24"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2025-04-01","16361","275","122","4.894798534798535","131225","1386","437","56","0","0","0","0","72","0","0","0","35","0","0","0","0","0","1986"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2025-03-01","12228","518","312","7.537594811829382","109187","3647","1260","225","0","0","3","0","208","0","0","0","25","0","0","0","0","0","5368"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2024-04-01","13","6","3","0.0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
